6 15 0.000001 N
15.450000 -1.060000 0.480000 -1.930000 0.910000 -0.970000 0.290000 1.490000 -0.110000 1.770000 0.570000 -1.580000 1.160000 0.220000 0.730000 
-0.690000 16.020000 -1.570000 0.830000 1.540000 -1.610000 -1.710000 1.520000 1.630000 0.570000 -1.750000 -0.310000 -1.080000 -1.410000 0.010000 
-0.950000 -1.510000 13.040000 1.490000 -0.960000 1.060000 0.980000 0.940000 0.350000 -0.450000 1.360000 -0.490000 1.290000 -0.390000 1.460000 
0.520000 1.890000 0.960000 14.280000 -1.720000 1.250000 -0.890000 1.440000 -0.660000 -1.120000 -1.350000 -0.210000 -0.530000 0.660000 0.970000 
0.670000 1.740000 -0.460000 1.720000 13.170000 -1.480000 0.660000 -0.850000 -0.400000 -0.460000 0.190000 -1.590000 1.150000 -0.350000 -0.980000 
-0.450000 1.980000 1.260000 -0.650000 0.760000 18.550000 -1.690000 1.620000 -1.230000 -1.040000 -0.590000 -0.230000 1.620000 1.900000 1.820000 
1.640000 -0.640000 -0.460000 -0.040000 -0.600000 1.720000 16.870000 1.000000 -0.740000 -1.170000 1.420000 1.930000 0.480000 1.960000 -0.400000 
1.470000 -1.620000 -1.570000 -0.250000 -1.730000 -1.740000 -0.630000 14.070000 -0.770000 0.310000 0.340000 -1.630000 0.210000 -0.320000 0.190000 
1.040000 1.730000 1.340000 -1.560000 1.450000 0.460000 0.970000 -1.770000 15.830000 -0.090000 -1.840000 -1.180000 -0.130000 -0.710000 1.890000 
-0.810000 -1.680000 0.610000 -1.010000 -1.890000 1.510000 -0.440000 -0.660000 -0.180000 14.550000 -0.770000 1.550000 -0.900000 1.430000 -1.070000 
0.680000 -1.720000 -1.900000 -0.340000 0.260000 0.590000 -0.110000 -0.920000 -1.500000 0.060000 8.180000 -0.100000 0.870000 -0.210000 0.760000 
-0.360000 -1.100000 -0.950000 -0.250000 -1.590000 0.610000 0.610000 -0.250000 0.030000 1.840000 -1.180000 10.720000 0.790000 -0.240000 0.790000 
-0.440000 0.900000 0.660000 1.820000 -0.990000 -1.930000 -1.580000 -0.480000 -0.350000 -0.160000 1.420000 -1.480000 14.240000 0.180000 -1.890000 
0.600000 -0.840000 0.070000 1.010000 1.300000 -1.800000 -1.720000 -0.670000 1.560000 -0.890000 1.990000 -0.120000 0.390000 16.570000 0.880000 
-0.800000 -0.940000 1.290000 0.220000 -0.870000 1.720000 1.740000 0.310000 -0.920000 0.680000 0.350000 -1.760000 -1.620000 0.460000 16.110000 
-17.592700 176.474900 105.922700 -143.132000 132.419100 -97.519400 -3.527300 55.009700 150.934300 -57.058200 2.802900 -111.408300 106.279400 -86.627500 107.062200 
87.476100 132.027800 59.834300 -75.443500 -46.831100 -65.238400 -106.520800 -121.322100 84.211100 147.138300 -82.276900 -27.151100 -65.559100 -21.529500 -4.937400 
-24.583400 93.306500 -9.655700 -21.436700 123.149900 38.089300 38.448900 4.082600 47.833600 -36.423200 -32.217500 -57.333600 6.190600 -111.928600 32.631400 
28.812800 134.351600 21.863700 132.034500 -58.292000 218.977400 -115.165800 78.100800 -142.537200 30.709500 70.477100 -30.190600 -76.550000 -61.713500 151.844900 
26.523200 46.529800 57.869500 -27.954200 -123.416700 83.940400 -155.615300 -134.086000 28.239000 99.834000 6.683000 74.827600 -101.235300 -59.549900 154.792400 
107.129200 169.275800 -83.093800 7.164700 79.329500 71.810000 -3.737000 143.904500 -21.850700 -56.203000 40.355400 -1.039000 103.935200 -157.283300 73.088100 
