1 15 0.000001 N
17.300000 0.990000 -1.810000 -0.260000 -1.180000 1.730000 -1.320000 0.360000 -0.790000 1.360000 0.880000 0.230000 1.700000 0.460000 1.610000 
1.330000 16.350000 1.920000 -0.590000 1.720000 -1.210000 -0.620000 0.770000 1.710000 1.530000 1.820000 0.730000 -0.770000 1.210000 0.850000 
-0.280000 0.570000 9.570000 0.060000 0.300000 -0.010000 -1.580000 1.030000 -0.650000 1.310000 -0.740000 -1.420000 -0.710000 -1.130000 0.940000 
-0.640000 0.860000 -0.440000 14.080000 1.170000 0.460000 1.380000 0.880000 -0.010000 1.200000 -0.870000 0.740000 -0.070000 1.990000 0.790000 
0.080000 -1.420000 -0.280000 1.900000 12.280000 -0.330000 0.930000 0.970000 -1.020000 1.710000 1.550000 -0.210000 -1.420000 0.010000 0.420000 
-1.610000 1.980000 0.550000 1.570000 0.440000 11.530000 -0.030000 1.950000 -0.870000 1.110000 0.690000 0.580000 0.620000 -0.520000 0.240000 
-0.420000 1.490000 -1.400000 1.680000 -0.840000 1.530000 16.860000 -0.340000 0.760000 -0.760000 1.450000 1.340000 1.250000 -0.600000 -1.190000 
-0.620000 0.880000 1.210000 1.350000 -1.190000 -1.290000 1.300000 16.560000 1.820000 -0.480000 -1.960000 0.440000 0.520000 -0.190000 1.140000 
-1.180000 1.260000 0.830000 -0.500000 0.310000 -1.000000 1.160000 -0.930000 13.040000 0.130000 1.930000 -0.510000 1.530000 -1.740000 -1.350000 
1.140000 1.390000 1.790000 1.950000 -1.900000 0.610000 -1.070000 1.920000 1.650000 17.450000 0.360000 0.180000 -0.170000 -0.980000 -0.190000 
-1.720000 -1.840000 -1.850000 0.590000 -0.840000 0.830000 1.180000 0.920000 -1.040000 1.110000 20.690000 -1.980000 1.380000 -1.420000 -1.540000 
1.970000 1.770000 0.000000 1.590000 -0.100000 0.450000 1.510000 -0.440000 0.950000 -0.610000 1.260000 14.850000 0.410000 -1.410000 0.950000 
-1.250000 0.620000 -1.200000 -0.570000 -0.550000 1.980000 -1.650000 -0.060000 0.620000 -1.720000 -0.040000 0.000000 11.780000 -0.060000 -1.960000 
-0.770000 0.040000 1.950000 0.650000 -1.980000 0.990000 -1.790000 0.970000 -1.620000 0.990000 1.280000 0.320000 1.580000 18.500000 -1.470000 
-1.620000 -1.140000 -0.720000 -0.170000 -1.640000 -0.370000 1.290000 0.980000 -0.570000 -0.750000 -1.020000 -0.180000 0.710000 -0.970000 14.250000 
41.465500 -35.067800 -119.358400 -46.660100 14.341800 58.877300 194.990500 -8.066200 15.852600 -152.243400 89.804800 32.581400 -20.458500 -12.074100 -68.072800 
